Row Labels,Sum of usa_gross_profit,Sum of usa_gross_income,Sum of budget,Sum of avg_vote,Year,Row Labels,
Fist Fight,10187017,32187017,22000000,5.6,2017,Fist Fight,
Kidnap,9971040,30971040,21000000,5.9,2017,Kidnap,
It Comes at Night,8985117,13985117,5000000,6.2,2017,It Comes at Night,
The Glass Castle,8273059,17273059,9000000,7.1,2017,The Glass Castle,
Before I Fall,7241122,12241122,5000000,6.4,2017,Before I Fall,
All Eyez on Me,4922302,44922302,40000000,5.8,2017,All Eyez on Me,
Chappaquiddick,4395520,17395520,13000000,6.5,2017,Chappaquiddick,
The Florida Project,3904366,5904366,2000000,7.6,2017,The Florida Project,
Snatched,3852178,45852178,42000000,4.5,2017,Snatched,
American Assassin,3249674,36249674,33000000,6.2,2017,American Assassin,
Rings,2793018,27793018,25000000,4.5,2017,Rings,
The Circle,2497844,20497844,18000000,5.3,2017,The Circle,
Wish Upon,2301505,14301505,12000000,5,2017,Wish Upon,
Rough Night,2105643,22105643,20000000,5.2,2017,Rough Night,
A Ghost Story,1496371,1596371,100000,6.9,2017,A Ghost Story,
American Made,1342000,51342000,50000000,7.2,2017,American Made,
Paddington 2,891591,40891591,40000000,7.8,2017,Paddington 2,
The Beguiled,209995,10709995,10500000,6.3,2017,The Beguiled,
The Foreigner,-606493,34393507,35000000,7,2017,The Foreigner,
Unforgettable,-631988,11368012,12000000,5.1,2017,Unforgettable,
Logan Lucky,-1219023,27780977,29000000,7,2017,Logan Lucky,
Molly's Game,-1219256,28780744,30000000,7.4,2017,Molly's Game,
Table 19,-1385104,3614896,5000000,5.8,2017,Table 19,
Marshall,-1948341,10051659,12000000,7.2,2017,Marshall,
Flatliners,-2116885,16883115,19000000,5.2,2017,Flatliners,
The Zookeeper's Wife,-2428340,17571660,20000000,7,2017,The Zookeeper's Wife,
Good Time,-2473501,2026499,4500000,7.4,2017,Good Time,
Disobedience,-2501218,3498782,6000000,6.6,2017,Disobedience,
Thoroughbreds,-2927395,3072605,6000000,6.7,2017,Thoroughbreds,
War for the Planet of the Apes,-3119838,146880162,150000000,7.4,2017,War for the Planet of the Apes,
Kingsman: The Golden Circle,-3765162,100234838,104000000,6.7,2017,Kingsman: The Golden Circle,
The Mountain Between Us,-4651445,30348555,35000000,6.4,2017,The Mountain Between Us,
The Death of Stalin,-4952144,8047856,13000000,7.2,2017,The Death of Stalin,
The Vault,-4994272,5728,5000000,4.8,2017,The Vault,
The Book of Henry,-5495026,4504974,10000000,6.6,2017,The Book of Henry,
CHIPS,-6399848,18600152,25000000,6,2017,CHIPS,
Father Figures,-7498756,17501244,25000000,5.5,2017,Father Figures,
Hostiles,-9180886,29819114,39000000,7.2,2017,Hostiles,
Sleepless,-9216296,20783704,30000000,5.6,2017,Sleepless,
The Dark Tower,-9298675,50701325,60000000,5.6,2017,The Dark Tower,
"Roman J. Israel, Esq.",-10037222,11962778,22000000,6.5,2017,"Roman J. Israel, Esq.",
Thank You for Your Service,-10463700,9536300,20000000,6.5,2017,Thank You for Your Service,
The Lego Ninjago Movie,-10718445,59281555,70000000,6,2017,The Lego Ninjago Movie,
Baywatch,-10939814,58060186,69000000,5.5,2017,Baywatch,
Mother!,-12199996,17800004,30000000,6.6,2017,Mother!,
Battle of the Sexes,-12361474,12638526,25000000,6.7,2017,Battle of the Sexes,
Phantom Thread,-13801795,21198205,35000000,7.5,2017,Phantom Thread,
The House,-14415496,25584504,40000000,5.6,2017,The House,
Power Rangers,-14635550,85364450,100000000,5.9,2017,Power Rangers,
Smurfs: The Lost Village,-14979718,45020282,60000000,6,2017,Smurfs: The Lost Village,
Kong: Skull Island,-16947188,168052812,185000000,6.6,2017,Kong: Skull Island,
Detroit,-17209861,16790139,34000000,7.3,2017,Detroit,
Suburbicon,-19224822,5775178,25000000,5.7,2017,Suburbicon,
Only the Brave,-19656017,18343983,38000000,7.6,2017,Only the Brave,
Cars 3,-22098885,152901115,175000000,6.7,2017,Cars 3,
The Space Between Us,-22114706,7885294,30000000,6.4,2017,The Space Between Us,
Tulip Fever,-22544365,2455635,25000000,6.2,2017,Tulip Fever,
Alien: Covenant,-22737969,74262031,97000000,6.4,2017,Alien: Covenant,
Wonder Wheel,-23595939,1404061,25000000,6.2,2017,Wonder Wheel,
The Fate of the Furious,-23991615,226008385,250000000,6.7,2017,The Fate of the Furious,
The Current War,-24020460,5979540,30000000,6.5,2017,The Current War,
All the Money in the World,-24886293,25113707,50000000,6.8,2017,All the Money in the World,
Stronger,-25788871,4211129,30000000,6.9,2017,Stronger,
Ferdinand,-26589620,84410380,111000000,6.7,2017,Ferdinand,
Life,-27765978,30234022,58000000,6.6,2017,Life,
The Snowman,-28299965,6700035,35000000,5.1,2017,The Snowman,
The Ottoman Lieutenant,-39759022,240978,40000000,6.6,2017,The Ottoman Lieutenant,
xXx: Return of Xander Cage,-40101587,44898413,85000000,5.2,2017,xXx: Return of Xander Cage,
Downsizing,-43550246,24449754,68000000,5.7,2017,Downsizing,
The Mummy,-44772105,80227895,125000000,5.4,2017,The Mummy,
Pirates of the Caribbean: Dead Men Tell No Tales,-57441124,172558876,230000000,6.6,2017,Pirates of the Caribbean: Dead Men Tell No Tales,
Blade Runner 2049,-57945841,92054159,150000000,8,2017,Blade Runner 2049,
Ghost in the Shell,-69436443,40563557,110000000,6.3,2017,Ghost in the Shell,
Justice League,-70975705,229024295,300000000,6.3,2017,Justice League,
Geostorm,-86299840,33700160,120000000,5.3,2017,Geostorm,
Transformers: The Last Knight,-86831317,130168683,217000000,5.2,2017,Transformers: The Last Knight,
King Arthur: Legend of the Sword,-135824934,39175066,175000000,6.7,2017,King Arthur: Legend of the Sword,
Valerian and the City of a Thousand Planets,-136010512,41189488,177200000,6.5,2017,Valerian and the City of a Thousand Planets,
Black Panther,500426566,700426566,200000000,7.3,2018,Black Panther,
Incredibles 2,408581744,608581744,200000000,7.6,2018,Incredibles 2,
Avengers: Infinity War,357815482,678815482,321000000,8.4,2018,Avengers: Infinity War,
Jurassic World: Fallen Kingdom,247719760,417719760,170000000,6.2,2018,Jurassic World: Fallen Kingdom,
Deadpool 2,214591735,324591735,110000000,7.7,2018,Deadpool 2,
The Grinch,195620950,270620950,75000000,6.3,2018,The Grinch,
A Star Is Born,179288866,215288866,36000000,7.7,2018,A Star Is Born,
Aquaman,175061807,335061807,160000000,6.9,2018,Aquaman,
A Quiet Place,171024361,188024361,17000000,7.5,2018,A Quiet Place,
Bohemian Rhapsody,164668042,216668042,52000000,8,2018,Bohemian Rhapsody,
Halloween,149342015,159342015,10000000,6.6,2018,Halloween,
Crazy Rich Asians,144532921,174532921,30000000,6.9,2018,Crazy Rich Asians,
Venom,113515506,213515506,100000000,6.7,2018,Venom,
Spider-Man: Into the Spider-Verse,100241310,190241310,90000000,8.4,2018,Spider-Man: Into the Spider-Verse,
The Nun,95450119,117450119,22000000,5.3,2018,The Nun,
Hotel Transylvania 3: Summer Vacation,87510016,167510016,80000000,6.3,2018,Hotel Transylvania 3: Summer Vacation,
I Can Only Imagine,76482352,83482352,7000000,7.3,2018,I Can Only Imagine,
Ocean's Eight,70218711,140218711,70000000,6.2,2018,Ocean's Eight,
Creed II,65715889,115715889,50000000,7.1,2018,Creed II,
Peter Rabbit,65253424,115253424,50000000,6.6,2018,Peter Rabbit,
Green Book,62080171,85080171,23000000,8.2,2018,Green Book,
Book Club,58566296,68566296,10000000,6.1,2018,Book Club,
Insidious: The Last Key,57745330,67745330,10000000,5.7,2018,Insidious: The Last Key,
The First Purge,56488745,69488745,13000000,5.2,2018,The First Purge,
Ant-Man and the Wasp,54648740,216648740,162000000,7.1,2018,Ant-Man and the Wasp,
The Mule,53804407,103804407,50000000,7,2018,The Mule,
Night School,48339130,77339130,29000000,5.6,2018,Night School,
Mamma Mia! Here We Go Again,45634935,120634935,75000000,6.6,2018,Mamma Mia! Here We Go Again,
Fifty Shades Freed,45407760,100407760,55000000,4.5,2018,Fifty Shades Freed,
Mission: Impossible - Fallout,42159104,220159104,178000000,7.7,2018,Mission: Impossible - Fallout,
Mary Poppins Returns,41958438,171958438,130000000,6.7,2018,Mary Poppins Returns,
Breaking In,40840590,46840590,6000000,5.4,2018,Breaking In,
The Equalizer 2,40084362,102084362,62000000,6.7,2018,The Equalizer 2,
Blockers,39311495,60311495,21000000,6.2,2018,Blockers,
Overboard,38316123,50316123,12000000,6,2018,Overboard,
Truth or Dare,37911015,41411015,3500000,5.2,2018,Truth or Dare,
BlacKkKlansman,34275340,49275340,15000000,7.5,2018,BlacKkKlansman,
Hereditary,34069456,44069456,10000000,7.3,2018,Hereditary,
A Simple Favor,33548586,53548586,20000000,6.8,2018,A Simple Favor,
Game Night,32179066,69179066,37000000,6.9,2018,Game Night,
Tag,26730625,54730625,28000000,6.5,2018,Tag,
The House with a Clock in Its Walls,26549695,68549695,42000000,6,2018,The House with a Clock in Its Walls,
Ralph Breaks the Internet,26091711,201091711,175000000,7.1,2018,Ralph Breaks the Internet,
Searching,25140957,26020957,880000,7.6,2018,Searching,
Christopher Robin,24215042,99215042,75000000,7.3,2018,Christopher Robin,
"Love, Simon",23826341,40826341,17000000,7.6,2018,"Love, Simon",
Uncle Drew,23469946,42469946,19000000,5.7,2018,Uncle Drew,
Second Act,23282227,39282227,16000000,5.8,2018,Second Act,
Life of the Party,23059911,53059911,30000000,5.6,2018,Life of the Party,
Winchester,21591816,25091816,3500000,5.4,2018,Winchester,
Slender Man,20569484,30569484,10000000,3.2,2018,Slender Man,
Teen Titans Go! To the Movies,19790236,29790236,10000000,6.8,2018,Teen Titans Go! To the Movies,
The Strangers: Prey at Night,19586708,24586708,5000000,5.2,2018,The Strangers: Prey at Night,
The Favourite,19366783,34366783,15000000,7.5,2018,The Favourite,
Instant Family,19363237,67363237,48000000,7.3,2018,Instant Family,
Super Troopers 2,17117396,30617396,13500000,6,2018,Super Troopers 2,
I Feel Pretty,16795601,48795601,32000000,5.5,2018,I Feel Pretty,
The Meg,15443742,145443742,130000000,5.6,2018,The Meg,
Sicario: Day of the Soldado,15072235,50072235,35000000,7.1,2018,Sicario: Day of the Soldado,
Den of Thieves,14947622,44947622,30000000,7,2018,Den of Thieves,
Sorry to Bother You,14293096,17493096,3200000,6.9,2018,Sorry to Bother You,
Forever My Girl,12876066,16376066,3500000,6.7,2018,Forever My Girl,
Goosebumps 2: Haunted Halloween,11700633,46700633,35000000,5.6,2018,Goosebumps 2: Haunted Halloween,
Eighth Grade,11539709,13539709,2000000,7.4,2018,Eighth Grade,
Peppermint,10418723,35418723,25000000,6.5,2018,Peppermint,
Unfriended: Dark Web,7866745,8866745,1000000,5.9,2018,Unfriended: Dark Web,
The Possession of Hannah Grace,7137422,14837422,7700000,5.2,2018,The Possession of Hannah Grace,
Upgrade,6977130,11977130,5000000,7.5,2018,Upgrade,
Midnight Sun,6761064,9561064,2800000,6.6,2018,Midnight Sun,
The Hate U Give,6719483,29719483,23000000,7.4,2018,The Hate U Give,
The Commuter,6343858,36343858,30000000,6.3,2018,The Commuter,
The 15:17 to Paris,6276286,36276286,30000000,5.2,2018,The 15:17 to Paris,
Unsane,6232899,7732899,1500000,6.4,2018,Unsane,
Mid90s,5662439,7362439,1700000,7.4,2018,Mid90s,
Hell Fest,5607431,11107431,5500000,5.5,2018,Hell Fest,
Traffik,5186156,9186156,4000000,6,2018,Traffik,
On the Basis of Sex,4622687,24622687,20000000,7,2018,On the Basis of Sex,
Death Wish,4017028,34017028,30000000,6.4,2018,Death Wish,
Smallfoot,3240103,83240103,80000000,6.6,2018,Smallfoot,
If Beale Street Could Talk,2915773,14915773,12000000,7.1,2018,If Beale Street Could Talk,
Every Day,1202076,6102076,4900000,6.4,2018,Every Day,
A Wrinkle in Time,478608,100478608,100000000,4.2,2018,A Wrinkle in Time,
Widows,402632,42402632,42000000,6.9,2018,Widows,
Can You Ever Forgive Me?,-1196135,8803865,10000000,7.1,2018,Can You Ever Forgive Me?,
Adrift,-3554988,31445012,35000000,6.6,2018,Adrift,
Tully,-3630245,9369755,13000000,7,2018,Tully,
Maze Runner: The Death Cure,-3967557,58032443,62000000,6.2,2018,Maze Runner: The Death Cure,
Boy Erased,-4211308,6788692,11000000,6.9,2018,Boy Erased,
Stan & Ollie,-4529765,5470235,10000000,7.2,2018,Stan & Ollie,
White Boy Rick,-4988812,24011188,29000000,6.4,2018,White Boy Rick,
Assassination Nation,-4994858,2005142,7000000,5.9,2018,Assassination Nation,
Gotti,-5656773,4343227,10000000,4.8,2018,Gotti,
Life Itself,-5897352,4102648,10000000,6.8,2018,Life Itself,
Operation Finale,-6387901,17612099,24000000,6.6,2018,Operation Finale,
The Spy Who Dumped Me,-6437931,33562069,40000000,6,2018,The Spy Who Dumped Me,
Destroyer,-7466676,1533324,9000000,6.2,2018,Destroyer,
Bumblebee,-7804411,127195589,135000000,6.8,2018,Bumblebee,
Hotel Artemis,-8291853,6708147,15000000,6.1,2018,Hotel Artemis,
Under the Silver Lake,-8453917,46083,8500000,6.5,2018,Under the Silver Lake,
Mary Queen of Scots,-8531501,16468499,25000000,6.3,2018,Mary Queen of Scots,
Ben Is Back,-9296816,3703184,13000000,6.7,2018,Ben Is Back,
Holmes & Watson,-11426374,30573626,42000000,3.8,2018,Holmes & Watson,
Vice,-12163718,47836282,60000000,7.2,2018,Vice,
Mile 22,-13891242,36108758,50000000,6.1,2018,Mile 22,
First Man,-14063455,44936545,59000000,7.3,2018,First Man,
Bad Times at the El Royale,-14160885,17839115,32000000,7.1,2018,Bad Times at the El Royale,
Billionaire Boys Club,-14998651,1349,15000000,5.6,2018,Billionaire Boys Club,
Alpha,-15142819,35857181,51000000,6.7,2018,Alpha,
Overlord,-16295156,21704844,38000000,6.6,2018,Overlord,
Beautiful Boy,-17350027,7649973,25000000,7.3,2018,Beautiful Boy,
Suspiria,-17516528,2483472,20000000,6.8,2018,Suspiria,
Rampage,-18971767,101028233,120000000,6.1,2018,Rampage,
The Happytime Murders,-19293548,20706452,40000000,5.4,2018,The Happytime Murders,
Johnny English Strikes Again,-20587830,4412170,25000000,6.2,2018,Johnny English Strikes Again,
The Darkest Minds,-21304309,12695691,34000000,5.7,2018,The Darkest Minds,
Red Sparrow,-22125495,46874505,69000000,6.6,2018,Red Sparrow,
Hunter Killer,-24232540,15767460,40000000,6.6,2018,Hunter Killer,
Kin,-24281904,5718096,30000000,5.8,2018,Kin,
Replicas,-25953571,4046429,30000000,5.5,2018,Replicas,
The Girl in the Spider's Web,-28158662,14841338,43000000,6.1,2018,The Girl in the Spider's Web,
Welcome to Marwen,-28236480,10763520,39000000,6.2,2018,Welcome to Marwen,
Les frères Sisters,-34856944,3143056,38000000,7,2018,Les frères Sisters,
Tomb Raider,-35749197,58250803,94000000,6.3,2018,Tomb Raider,
The Predator,-36975292,51024708,88000000,5.3,2018,The Predator,
Ready Player One,-37309828,137690172,175000000,7.5,2018,Ready Player One,
Fantastic Beasts: The Crimes of Grindelwald,-40444099,159555901,200000000,6.6,2018,Fantastic Beasts: The Crimes of Grindelwald,
Early Man,-41732456,8267544,50000000,6.1,2018,Early Man,
Skyscraper,-56579880,68420120,125000000,5.8,2018,Skyscraper,
Solo: A Star Wars Story,-61232488,213767512,275000000,6.9,2018,Solo: A Star Wars Story,
The Nutcracker and the Four Realms,-65141149,54858851,120000000,5.5,2018,The Nutcracker and the Four Realms,
Robin Hood,-69175372,30824628,100000000,5.3,2018,Robin Hood,
Mortal Engines,-84048960,15951040,100000000,6.1,2018,Mortal Engines,
Pacific Rim: Uprising,-90125475,59874525,150000000,5.6,2018,Pacific Rim: Uprising,
Avengers: Endgame,502373000,858373000,356000000,8.4,2019,Avengers: Endgame,
Frozen II,327373578,477373578,150000000,6.9,2019,Frozen II,
The Lion King,283638043,543638043,260000000,6.9,2019,The Lion King,
Joker,280451311,335451311,55000000,8.5,2019,Joker,
Captain Marvel,266829839,426829839,160000000,6.9,2019,Captain Marvel,
Star Wars: Episode IX - The Rise of Skywalker,240202542,515202542,275000000,6.6,2019,Star Wars: Episode IX - The Rise of Skywalker,
Toy Story 4,234038008,434038008,200000000,7.8,2019,Toy Story 4,
Spider-Man: Far from Home,230532085,390532085,160000000,7.5,2019,Spider-Man: Far from Home,
Jumanji: The Next Level,191831246,316831246,125000000,6.7,2019,Jumanji: The Next Level,
Aladdin,172559216,355559216,183000000,7,2019,Aladdin,
Us,155084580,175084580,20000000,6.9,2019,Us,
It Chapter Two,132593228,211593228,79000000,6.5,2019,It Chapter Two,
Knives Out,125363234,165363234,40000000,7.9,2019,Knives Out,
John Wick: Chapter 3 - Parabellum,96015687,171015687,75000000,7.5,2019,John Wick: Chapter 3 - Parabellum,
Glass,91048468,111048468,20000000,6.7,2019,Glass,
Hustlers,84963598,104963598,20000000,6.3,2019,Hustlers,
Downton Abbey,83854135,96854135,13000000,7.4,2019,Downton Abbey,
The Secret Life of Pets 2,78874395,158874395,80000000,6.5,2019,The Secret Life of Pets 2,
The Addams Family,76044905,100044905,24000000,5.8,2019,The Addams Family,
Little Women,68101214,108101214,40000000,7.8,2019,Little Women,
1917,64227644,159227644,95000000,8.3,2019,1917,
Good Boys,63140306,83140306,20000000,6.7,2019,Good Boys,
Rocketman,56368160,96368160,40000000,7.3,2019,Rocketman,
Once Upon a Time... in Hollywood,52502728,142502728,90000000,7.6,2019,Once Upon a Time... in Hollywood,
Escape Room,48005601,57005601,9000000,6.3,2019,Escape Room,
Yesterday,47286650,73286650,26000000,6.8,2019,Yesterday,
The Curse of la Llorona,45733739,54733739,9000000,5.3,2019,The Curse of la Llorona,
Annabelle Comes Home,44152591,74152591,30000000,5.9,2019,Annabelle Comes Home,
Scary Stories to Tell in the Dark,43947075,68947075,25000000,6.2,2019,Scary Stories to Tell in the Dark,
Ma,40896028,45896028,5000000,5.6,2019,Ma,
Shazam!,40371656,140371656,100000000,7.1,2019,Shazam!,
Five Feet Apart,38729221,45729221,7000000,7.2,2019,Five Feet Apart,
A Beautiful Day in the Neighborhood,36704055,61704055,25000000,7.3,2019,A Beautiful Day in the Neighborhood,
What Men Want,34611903,54611903,20000000,5.2,2019,What Men Want,
Pet Sematary,33724696,54724696,21000000,5.7,2019,Pet Sematary,
How to Train Your Dragon: The Hidden World,31799505,160799505,129000000,7.5,2019,How to Train Your Dragon: The Hidden World,
Zombieland: Double Tap,31123082,73123082,42000000,6.7,2019,Zombieland: Double Tap,
Uncut Gems,31023780,50023780,19000000,7.4,2019,Uncut Gems,
Angel Has Fallen,29030436,69030436,40000000,6.4,2019,Angel Has Fallen,
The Intruder,27419122,35419122,8000000,5.6,2019,The Intruder,
Harriet,26082155,43082155,17000000,6.5,2019,Harriet,
Queen & Slim,25808310,43808310,18000000,7.1,2019,Queen & Slim,
Crawl,25514193,39014193,13500000,6.2,2019,Crawl,
A Dog's Way Home,24004346,42004346,18000000,6.7,2019,A Dog's Way Home,
Ready or Not,22714231,28714231,6000000,6.8,2019,Ready or Not,
Ford v Ferrari,20024357,117624357,97600000,8.1,2019,Ford v Ferrari,
Jojo Rabbit,19370906,33370906,14000000,7.9,2019,Jojo Rabbit,
Child's Play,19208403,29208403,10000000,5.8,2019,Child's Play,
Happy Death Day 2U,19148130,28148130,9000000,6.2,2019,Happy Death Day 2U,
Countdown,19121766,25621766,6500000,5.4,2019,Countdown,
Midsommar,18426361,27426361,9000000,7.1,2019,Midsommar,
Isn't It Romantic,17791187,48791187,31000000,5.9,2019,Isn't It Romantic,
Booksmart,16680962,22680962,6000000,7.2,2019,Booksmart,
The Gentlemen,14471795,36471795,22000000,7.9,2019,The Gentlemen,
The Hustle,14417038,35417038,21000000,5.4,2019,The Hustle,
The Peanut Butter Falcon,14257151,20457151,6200000,7.6,2019,The Peanut Butter Falcon,
Unplanned,13005109,19005109,6000000,5.8,2019,Unplanned,
Fighting with My Family,11958886,22958886,11000000,7.1,2019,Fighting with My Family,
Late Night,11499454,15499454,4000000,6.5,2019,Late Night,
