original_title,year,genre 1 kaggle,genre 2 kaggle,genre 3 kaggle,duration,country,language_1,director,writer,actors,actors_1,actors_f2,description,desc35,avg_vote,Budget - Inflation Adjusted, USA Gross Income - Inflation Adjusted ,USA_Profit, WW Gross Income - Inflation Adjusted ,WorldWide_Profit
The Jungle Book,2016,Adventure, Drama, Family,106,"UK, USA",English,Jon Favreau,"Justin Marks, Rudyard Kipling","Neel Sethi, Bill Murray, Ben Kingsley, Idris Elba, Lupita Nyong'o, Scarlett Johansson, Giancarlo Esposito, Christopher Walken, Garry Shandling, Brighton Rose, Emjay Anthony, Max Favreau, Chloe Hechter, Asher Blinkoff, Knox Gagnon",Neel Sethi,"Neel Sethi, Bill Murray","After a threat from the tiger Shere Khan forces him to flee the jungle, a man-cub named Mowgli embarks on a journey of self discovery with the help of panther Bagheera and free-spirited bear Baloo.",After a threat from the tiger,7.4,"$188,710,850.10 ","$392,519,779.19 ","$217,519,779.19 ","$1,042,279,143.73 ","$853,568,293.63 "
Inception,2010,Action, Adventure, Sci-Fi,148,"USA, UK",English,Christopher Nolan,Christopher Nolan,"Leonardo DiCaprio, Joseph Gordon-Levitt, Ellen Page, Tom Hardy, Ken Watanabe, Dileep Rao, Cillian Murphy, Tom Berenger, Marion Cotillard, Pete Postlethwaite, Michael Caine, Lukas Haas, Tai-Li Lee, Claire Geare, Magnus Nolan",Leonardo DiCaprio,"Leonardo DiCaprio, Joseph Gordon-Levitt",A thief who steals corporate secrets through the use of dream-sharing technology is given the inverse task of planting an idea into the mind of a C.E.O.,A thief who steals corporate secrets,8.8,"$189,904,244.78 ","$347,259,133.45 ","$187,259,133.45 ","$1,032,349,136.49 ","$842,444,891.71 "
The Matrix Reloaded,2003,Action, Sci-Fi,,138,USA,English,"Lana Wachowski, Lilly Wachowski","Lilly Wachowski, Lana Wachowski","Ray Anthony, Christine Anu, Andy Arness, Alima Ashton-Sheibu, Helmut Bakaitis, Steve Bastoni, Don Battee, Monica Bellucci, Daniel Bernhardt, Valerie Berry, Ian Bliss, Liliana Bogatko, Michael Budd, Stoney Burke, Kelly Butler",Ray Anthony,"Ray Anthony, Christine Anu","Neo and his allies race against time before the machines discover the city of Zion and destroy it. While seeking the truth about the Matrix, Neo must save Trinity from a dark fate within his dreams.",Neo and his allies race against,7.2,"$210,987,228.26 ","$396,060,247.00 ","$246,060,247.00 ","$1,043,469,534.02 ","$832,482,305.76 "
Harry Potter and the Half-Blood Prince,2009,Action, Adventure, Family,153,"UK, USA",English,David Yates,"Steve Kloves, J.K. Rowling","Daniel Radcliffe, Michael Gambon, Dave Legeno, Elarica Johnson, Jim Broadbent, Geraldine Somerville, Bonnie Wright, Julie Walters, Rupert Grint, Emma Watson, Helena Bonham Carter, Helen McCrory, Timothy Spall, Alan Rickman, Oliver Phelps",Daniel Radcliffe,"Daniel Radcliffe, Michael Gambon","Harry Potter begins his sixth year at Hogwarts, he discovers an old book marked as ""the property of the Half-Blood Prince"" and begins to learn more about Lord Voldemort's dark past.",Harry Potter begins his sixth,7.6,"$301,592,499.20 ","$364,692,201.82 ","$114,692,201.82 ","$1,127,242,217.49 ","$825,649,718.29 "
The Hunger Games: Catching Fire,2013,Action, Adventure, Mystery,146,USA,English,Francis Lawrence,"Simon Beaufoy, Michael Arndt","Jennifer Lawrence, Liam Hemsworth, Jack Quaid, Taylor St. Clair, Sandra Ellis Lafferty, Woody Harrelson, Josh Hutcherson, Paula Malcomson, Willow Shields, Donald Sutherland, Elizabeth Banks, Bruce Bundy, Nelson Ascencio, Lenny Kravitz, Stanley Tucci",Jennifer Lawrence,"Jennifer Lawrence, Liam Hemsworth",Katniss Everdeen and Peeta Mellark become targets of the Capitol after their victory in the 74th Hunger Games sparks a rebellion in the Districts of Panem.,Katniss Everdeen and Peeta Mellark,7.5,"$144,427,641.15 ","$471,798,494.62 ","$341,798,494.62 ","$961,012,354.19 ","$816,584,713.04 "
The Da Vinci Code,2006,Mystery, Thriller,,149,"USA, Malta, France, UK",English,Ron Howard,"Akiva Goldsman, Dan Brown","Tom Hanks, Audrey Tautou, Ian McKellen, Jean Reno, Paul Bettany, Alfred Molina, Jürgen Prochnow, Jean-Yves Berteloot, Etienne Chicot, Jean-Pierre Marielle, Marie-Françoise Audollent, Rita Davies, Francesco Carnelutti, Seth Gabel, Shane Zaza",Tom Hanks,"Tom Hanks, Audrey Tautou","A murder inside the Louvre, and clues in Da Vinci paintings, lead to the discovery of a religious mystery protected by a secret society for two thousand years, which could shake the foundations of Christianity.","A murder inside the Louvre, and",6.6,"$160,473,090.28 ","$279,269,570.50 ","$154,269,570.50 ","$975,685,304.77 ","$815,212,214.49 "
The Hobbit: The Desolation of Smaug,2013,Adventure, Fantasy,,161,"New Zealand, USA",English,Peter Jackson,"Fran Walsh, Philippa Boyens","Ian McKellen, Martin Freeman, Richard Armitage, Ken Stott, Graham McTavish, William Kircher, James Nesbitt, Stephen Hunter, Dean O'Gorman, Aidan Turner, John Callen, Peter Hambleton, Jed Brophy, Mark Hadlow, Adam Brown",Ian McKellen,"Ian McKellen, Martin Freeman","The dwarves, along with Bilbo Baggins and Gandalf the Grey, continue their quest to reclaim Erebor, their homeland, from Smaug. Bilbo Baggins is in possession of a mysterious and magical ring.","The dwarves, along with Bilbo",7.8,"$249,970,917.38 ","$287,040,887.84 ","$62,040,887.84 ","$1,064,728,186.36 ","$814,757,268.98 "
Star Wars: Episode IX - The Rise of Skywalker,2019,Action, Adventure, Fantasy,141,USA,English,J.J. Abrams,"Chris Terrio, J.J. Abrams","Carrie Fisher, Mark Hamill, Adam Driver, Daisy Ridley, John Boyega, Oscar Isaac, Anthony Daniels, Naomi Ackie, Domhnall Gleeson, Richard E. Grant, Lupita Nyong'o, Keri Russell, Joonas Suotamo, Kelly Marie Tran, Ian McDiarmid",Carrie Fisher,"Carrie Fisher, Mark Hamill","The surviving members of the resistance face the First Order once again, and the legendary conflict between the Jedi and the Sith reaches its peak bringing the Skywalker saga to its end.",The surviving members of the resistance,6.6,"$278,392,631.53 ","$521,558,514.33 ","$246,558,514.33 ","$1,087,395,795.81 ","$809,003,164.28 "
Spider-Man 2,2004,Action, Adventure, Sci-Fi,127,USA,English,Sam Raimi,"Stan Lee, Steve Ditko","Tobey Maguire, Kirsten Dunst, James Franco, Alfred Molina, Rosemary Harris, J.K. Simmons, Donna Murphy, Daniel Gillies, Dylan Baker, Bill Nunn, Vanessa Ferlito, Aasif Mandvi, Willem Dafoe, Cliff Robertson, Ted Raimi",Tobey Maguire,"Tobey Maguire, Kirsten Dunst",Peter Parker is beset with troubles in his failing personal life as he battles a brilliant scientist named Doctor Otto Octavius.,Peter Parker is beset with troubles,7.3,"$274,019,057.70 ","$511,848,178.69 ","$311,848,178.69 ","$1,080,972,921.00 ","$806,953,863.30 "
The Twilight Saga: Breaking Dawn - Part 2,2012,Adventure, Drama, Fantasy,115,USA,English,Bill Condon,"Melissa Rosenberg, Stephenie Meyer","Kristen Stewart, Robert Pattinson, Taylor Lautner, Peter Facinelli, Elizabeth Reaser, Ashley Greene, Jackson Rathbone, Kellan Lutz, Nikki Reed, Billy Burke, Chaske Spencer, Mackenzie Foy, Maggie Grace, Jamie Campbell Bower, Christopher Heyerdahl",Kristen Stewart,"Kristen Stewart, Robert Pattinson","After the birth of Renesmee/Nessie, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.","After the birth of Renesmee/Nessie,",5.5,"$135,270,608.12 ","$329,524,541.18 ","$209,524,541.18 ","$935,336,307.70 ","$800,065,699.58 "
The Twilight Saga: New Moon,2009,Adventure, Drama, Fantasy,130,USA,English,Chris Weitz,"Melissa Rosenberg, Stephenie Meyer","Kristen Stewart, Christina Jastrzembska, Robert Pattinson, Billy Burke, Anna Kendrick, Michael Welch, Justin Chon, Christian Serratos, Taylor Lautner, Ashley Greene, Jackson Rathbone, Russell Roberts, Cam Gigandet, Michael Sheen, Jamie Campbell Bower",Kristen Stewart,"Kristen Stewart, Christina Jastrzembska","Edward leaves Bella after an attack that nearly claimed her life, and, in her depression, she falls into yet another difficult relationship - this time with her close friend, Jacob Black.",Edward leaves Bella after an attack,4.7,"$60,318,499.84 ","$359,276,592.17 ","$309,276,592.17 ","$857,759,807.23 ","$797,441,307.39 "
Deadpool,2016,Action, Adventure, Comedy,108,USA,English,Tim Miller,"Rhett Reese, Paul Wernick","Ryan Reynolds, Karan Soni, Ed Skrein, Michael Benyaer, Stefan Kapicic, Brianna Hildebrand, Style Dayne, Kyle Cassie, Taylor Hickson, Ayzee, Naika Toussaint, Randal Reeder, T.J. Miller, Isaac C. Singleton Jr., Morena Baccarin",Ryan Reynolds,"Ryan Reynolds, Karan Soni","A wisecracking mercenary gets experimented on and becomes immortal but ugly, and sets out to track down the man who ruined his looks.",A wisecracking mercenary gets,8,"$62,544,167.46 ","$391,516,469.38 ","$333,516,469.38 ","$843,928,028.96 ","$781,383,861.50 "
Venom,2018,Action, Adventure, Sci-Fi,112,"China, USA",English,Ruben Fleischer,"Jeff Pinkner, Scott Rosenberg","Tom Hardy, Michelle Williams, Riz Ahmed, Scott Haze, Reid Scott, Jenny Slate, Melora Walters, Woody Harrelson, Peggy Lu, Malcolm C. Murray, Sope Aluko, Wayne Pére, Michelle Lee, Kurt Yue, Chris O'Hara",Tom Hardy,"Tom Hardy, Michelle Williams","A failed reporter is bonded to an alien entity, one of many symbiotes who have invaded Earth. But the being takes a liking to Earth and decides to protect it.",A failed reporter is bonded to,6.7,"$103,068,014.83 ","$220,066,193.39 ","$120,066,193.39 ","$882,349,970.39 ","$779,281,955.56 "
Star Wars: Episode II - Attack of the Clones,2002,Action, Adventure, Fantasy,142,USA,English,George Lucas,"George Lucas, Jonathan Hales","Ewan McGregor, Natalie Portman, Hayden Christensen, Christopher Lee, Samuel L. Jackson, Frank Oz, Ian McDiarmid, Pernilla August, Temuera Morrison, Jimmy Smits, Jack Thompson, Leeanna Walsman, Ahmed Best, Rose Byrne, Oliver Ford Davies",Ewan McGregor,"Ewan McGregor, Natalie Portman","Ten years after initially meeting, Anakin Skywalker shares a forbidden romance with Padmé Amidala, while Obi-Wan Kenobi investigates an assassination attempt on the senator and discovers a secret clone army crafted for the Jedi.","Ten years after initially meeting,",6.5,"$165,443,385.21 ","$446,951,404.98 ","$331,951,404.98 ","$940,552,794.97 ","$775,109,409.76 "
The Hobbit: The Battle of the Five Armies,2014,Adventure, Fantasy,,144,"New Zealand, USA",English,Peter Jackson,"Fran Walsh, Philippa Boyens","Ian McKellen, Martin Freeman, Richard Armitage, Ken Stott, Graham McTavish, William Kircher, James Nesbitt, Stephen Hunter, Dean O'Gorman, Aidan Turner, John Callen, Peter Hambleton, Jed Brophy, Mark Hadlow, Adam Brown",Ian McKellen,"Ian McKellen, Martin Freeman",Bilbo and company are forced to engage in a war against an array of combatants and keep the Lonely Mountain from falling into the hands of a rising darkness.,Bilbo and company are forced to,7.4,"$273,311,832.59 ","$278,909,027.15 ","$28,909,027.15 ","$1,045,166,081.00 ","$771,854,248.41 "
Transformers: Revenge of the Fallen,2009,Action, Adventure, Sci-Fi,149,USA,English,Michael Bay,"Ehren Kruger, Roberto Orci","Shia LaBeouf, Megan Fox, Josh Duhamel, Tyrese Gibson, John Turturro, Ramon Rodriguez, Kevin Dunn, Julie White, Isabel Lucas, John Benjamin Hickey, Matthew Marsden, Andrew Howard, Michael Papajohn, Glenn Morshower, John Eric Bentley",Shia LaBeouf,"Shia LaBeouf, Megan Fox","Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.",Sam Witwicky leaves the Autobots,6,"$241,273,999.36 ","$485,095,695.32 ","$285,095,695.32 ","$1,008,891,683.43 ","$767,617,684.07 "
Ice Age: The Meltdown,2006,Animation, Adventure, Comedy,91,USA,English,Carlos Saldanha,"Peter Gaulke, Gerry Swallow","Ray Romano, John Leguizamo, Denis Leary, Seann William Scott, Josh Peck, Queen Latifah, Will Arnett, Jay Leno, Chris Wedge, Peter Ackerman, Caitlin Rose Anderson, Connor Anderson, Joseph Bologna, Jack Crocicchia, Peter DeSève",Ray Romano,"Ray Romano, John Leguizamo","Manny, Sid, and Diego discover that the ice age is coming to an end, and join everybody for a journey to higher ground. On the trip, they discover that Manny, in fact, is not the last of the woolly mammoths.","Manny, Sid, and Diego discover",6.8,"$102,702,777.78 ","$250,762,467.02 ","$170,762,467.02 ","$856,405,735.08 ","$753,702,957.30 "
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,Adventure, Family, Fantasy,143,"UK, USA",English,Andrew Adamson,"Ann Peacock, Andrew Adamson","Georgie Henley, Skandar Keynes, William Moseley, Anna Popplewell, Tilda Swinton, James McAvoy, Jim Broadbent, Kiran Shah, James Cosmo, Judy McIntosh, Elizabeth Hawthorne, Patrick Kake, Shane Rangi, Brandon Cook, Cassie Cook",Georgie Henley,"Georgie Henley, Skandar Keynes",Four kids travel through a wardrobe to the land of Narnia and learn of their destiny to free it with the guidance of a mystical lion.,Four kids travel through a wardrobe,6.9,"$238,535,483.87 ","$386,574,523.77 ","$206,574,523.77 ","$987,289,243.76 ","$748,753,759.89 "
The Twilight Saga: Eclipse,2010,Adventure, Drama, Fantasy,124,USA,English,David Slade,"Melissa Rosenberg, Stephenie Meyer","Xavier Samuel, Kristen Stewart, Robert Pattinson, Billy Burke, Justin Chon, Anna Kendrick, Michael Welch, Christian Serratos, Jackson Rathbone, Ashley Greene, Paul Jarrett, Iris Quinn, Sarah Clarke, Peter Facinelli, Elizabeth Reaser",Xavier Samuel,"Xavier Samuel, Kristen Stewart","As a string of mysterious killings grips Seattle, Bella, whose high school graduation is fast approaching, is forced to choose between her love for vampire Edward and her friendship with werewolf Jacob.",As a string of mysterious killings,5,"$80,709,304.03 ","$356,701,595.04 ","$288,701,595.04 ","$829,040,448.36 ","$748,331,144.33 "
Inside Out,2015,Animation, Adventure, Comedy,95,USA,English,"Pete Docter, Ronnie Del Carmen","Pete Docter, Ronnie Del Carmen","Amy Poehler, Phyllis Smith, Richard Kind, Bill Hader, Lewis Black, Mindy Kaling, Kaitlyn Dias, Diane Lane, Kyle MacLachlan, Paula Poundstone, Bobby Moynihan, Paula Pell, Dave Goelz, Frank Oz, Josh Cooley",Amy Poehler,"Amy Poehler, Phyllis Smith","After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.",After young Riley is uprooted,8.1,"$191,091,461.79 ","$389,741,094.29 ","$214,741,094.29 ","$936,972,049.11 ","$745,880,587.32 "
Spider-Man: Homecoming,2017,Action, Adventure, Sci-Fi,133,USA,English,Jon Watts,"Jonathan Goldstein, John Francis Daley","Tom Holland, Michael Keaton, Robert Downey Jr., Marisa Tomei, Jon Favreau, Gwyneth Paltrow, Zendaya, Donald Glover, Jacob Batalon, Laura Harrier, Tony Revolori, Bokeem Woodbine, Tyne Daly, Abraham Attah, Hannibal Buress",Tom Holland,"Tom Holland, Michael Keaton","Peter Parker balances his life as an ordinary high school student in Queens with his superhero alter-ego Spider-Man, and finds himself on the trail of a new menace prowling the skies of New York City.",Peter Parker balances his life,7.4,"$184,774,498.20 ","$352,867,702.53 ","$177,867,702.53 ","$929,328,009.82 ","$744,553,511.62 "
The Incredibles,2004,Animation, Action, Adventure,115,USA,English,Brad Bird,Brad Bird,"Craig T. Nelson, Holly Hunter, Samuel L. Jackson, Jason Lee, Dominique Louis, Teddy Newton, Jean Sincere, Eli Fucile, Maeve Andrews, Wallace Shawn, Spencer Fox, Lou Romano, Wayne Canney, Sarah Vowell, Michael Bird",Craig T. Nelson,"Craig T. Nelson, Holly Hunter","A family of undercover superheroes, while trying to live the quiet suburban life, are forced into action to save the world.","A family of undercover superheroes,",8,"$126,048,766.54 ","$358,199,208.37 ","$266,199,208.37 ","$865,361,381.67 ","$739,312,615.13 "
Indiana Jones and the Kingdom of the Crystal Skull,2008,Action, Adventure,,122,USA,English,Steven Spielberg,"David Koepp, George Lucas","Harrison Ford, Cate Blanchett, Karen Allen, Shia LaBeouf, Ray Winstone, John Hurt, Jim Broadbent, Igor Jijikine, Dimitri Diatchenko, Ilia Volok, Emmanuel Todorov, Pasha D. Lychnikoff, Andrew Divoff, Venya Manzyuk, Alan Dale",Harrison Ford,"Harrison Ford, Cate Blanchett","In 1957, archaeologist and adventurer Dr. Henry ""Indiana"" Jones, Jr. is called back into action and becomes entangled in a Soviet plot to uncover the secret behind mysterious artifacts known as the Crystal Skulls.","In 1957, archaeologist and adventurer",6.1,"$222,384,430.31 ","$381,180,279.46 ","$196,180,279.46 ","$950,427,710.64 ","$728,043,280.33 "
Pirates of the Caribbean: The Curse of the Black Pearl,2003,Action, Adventure, Fantasy,143,USA,English,Gore Verbinski,"Ted Elliott, Terry Rossio","Johnny Depp, Geoffrey Rush, Orlando Bloom, Keira Knightley, Jack Davenport, Jonathan Pryce, Lee Arenberg, Mackenzie Crook, Damian O'Hare, Giles New, Angus Barnett, David Bailie, Michael Berry Jr., Isaac C. Singleton Jr., Kevin McNally",Johnny Depp,"Johnny Depp, Geoffrey Rush","Blacksmith Will Turner teams up with eccentric pirate ""Captain"" Jack Sparrow to save his love, the governor's daughter, from Jack's former pirate allies, who are now undead.",Blacksmith Will Turner teams up,8,"$196,921,413.04 ","$429,589,573.54 ","$289,589,573.54 ","$920,275,673.84 ","$723,354,260.80 "
2012,2009,Action, Adventure, Sci-Fi,158,USA,English,Roland Emmerich,"Roland Emmerich, Harald Kloser","John Cusack, Amanda Peet, Chiwetel Ejiofor, Thandie Newton, Oliver Platt, Tom McCarthy, Woody Harrelson, Danny Glover, Liam James, Morgan Lily, Zlatko Buric, Beatrice Rosen, Alexandre Haussmann, Philippe Haussmann, Johann Urb",John Cusack,"John Cusack, Amanda Peet",A frustrated writer struggles to keep his family alive when a series of global catastrophes threatens to annihilate mankind.,A frustrated writer struggles,5.8,"$241,273,999.36 ","$200,392,734.37 ","$392,734.37 ","$954,501,446.21 ","$713,227,446.85 "
Thor: Ragnarok,2017,Action, Adventure, Comedy,130,USA,English,Taika Waititi,"Eric Pearson, Craig Kyle","Chris Hemsworth, Tom Hiddleston, Cate Blanchett, Idris Elba, Jeff Goldblum, Tessa Thompson, Karl Urban, Mark Ruffalo, Anthony Hopkins, Benedict Cumberbatch, Taika Waititi, Rachel House, Clancy Brown, Tadanobu Asano, Ray Stevenson",Chris Hemsworth,"Chris Hemsworth, Tom Hiddleston","Imprisoned on the planet Sakaar, Thor must race against time to return to Asgard and stop Ragnarök, the destruction of his world, at the hands of the powerful and ruthless villain Hela.","Imprisoned on the planet Sakaar,",7.9,"$190,053,769.58 ","$332,655,641.46 ","$152,655,641.46 ","$901,677,528.23 ","$711,623,758.65 "
Wonder Woman,2017,Action, Adventure, Fantasy,141,"USA, China, Hong Kong",English,Patty Jenkins,"Allan Heinberg, Zack Snyder","Gal Gadot, Chris Pine, Connie Nielsen, Robin Wright, Danny Huston, David Thewlis, Saïd Taghmaoui, Ewen Bremner, Eugene Brave Rock, Lucy Davis, Elena Anaya, Lilly Aspell, Lisa Loven Kongsli, Ann Wolfe, Ann Ogbomo",Gal Gadot,"Gal Gadot, Chris Pine","When a pilot crashes and tells of conflict in the outside world, Diana, an Amazonian warrior in training, leaves home to fight a war, discovering her full powers and true destiny.",When a pilot crashes and tells,7.4,"$157,322,287.04 ","$435,606,838.23 ","$286,606,838.23 ","$867,750,681.39 ","$710,428,394.35 "
It,2017,Horror,,,135,"Canada, USA",English,Andy Muschietti,"Chase Palmer, Cary Joji Fukunaga","Jaeden Martell, Jeremy Ray Taylor, Sophia Lillis, Finn Wolfhard, Chosen Jacobs, Jack Dylan Grazer, Wyatt Oleff, Bill Skarsgård, Nicholas Hamilton, Jake Sim, Logan Thompson, Owen Teague, Jackson Robert Scott, Stephen Bogaert, Stuart Hughes",Jaeden Martell,"Jaeden Martell, Jeremy Ray Taylor","In the summer of 1989, a group of bullied kids band together to destroy a shape-shifting monster, which disguises itself as a clown and preys on the children of Derry, their small Maine town.","In the summer of 1989, a group",7.3,"$36,954,899.64 ","$347,195,372.51 ","$312,195,372.51 ","$740,994,775.90 ","$704,039,876.26 "
Guardians of the Galaxy Vol. 2,2017,Action, Adventure, Comedy,136,USA,English,James Gunn,"James Gunn, Dan Abnett","Chris Pratt, Zoe Saldana, Dave Bautista, Vin Diesel, Bradley Cooper, Michael Rooker, Karen Gillan, Pom Klementieff, Sylvester Stallone, Kurt Russell, Elizabeth Debicki, Chris Sullivan, Sean Gunn, Tommy Flanagan, Laura Haddock",Chris Pratt,"Chris Pratt, Zoe Saldana","The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father the ambitious celestial being Ego.",The Guardians struggle to keep,7.6,"$211,170,855.09 ","$411,585,829.32 ","$211,585,829.32 ","$912,000,519.40 ","$700,829,664.31 "
